year,quarter,monthsigned,market,building_name,building_id,address,region,city,state,zip,internal_submarket,internal_class,leasedsf,company_name,internal_industry,transaction_type,internal_market_cluster,costarid,space_type,cbd_suburban,rba,available_space,availability_proportion,internal_class_rent,overall_rent,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent,leasing,rent_per_sf,leasing_density,availability_score,year_month,is_sublet,is_direct,norm_leasedsf,norm_rent,norm_density,lease_score
2021,,3.0,Los Angeles,The Terrace,Los Angeles_Pasadena_Pasadena_The Terrace_790 E Colorado Blvd,790 E Colorado Blvd,West,Pasadena,CA,91101.0,Pasadena,A,15691.0,Collins Collins Muir Stewart,Legal Services,Relocation,Tri-Cities,249254,Relet,Suburban,147555963.0,33765766.0,0.228833625652933,48.8378829323238,46.0618127276129,28071151.0,0.1287,49.753522,46.808254,5694615.0,0.0261,39.88137,39.500827,1371675.0,0.0029355562250725194,0.00010633931479949746,0.771166374347067,2021-3.0,False,False,0.003916093347664588,0.4138415159094399,0.001956003675651509,-0.12199921633107068
2021,,3.0,Los Angeles,,Los Angeles_El Segundo_El Segundo_NA_555 S Aviation Blvd,555 S Aviation Blvd,West,El Segundo,CA,90245.0,El Segundo,A,65442.0,Belkin International,"Technology, Advertising, Media, And Information",Relocation,South Bay Area,10313200,New,CBD,147555963.0,33765766.0,0.228833625652933,48.8378829323238,46.0618127276129,28071151.0,0.1287,49.753522,46.808254,5694615.0,0.0261,39.88137,39.500827,1371675.0,0.000703857044827678,0.000443506305468658,0.771166374347067,2021-3.0,False,False,0.038150772690427,0.4138415159094399,0.011503417662206711,-0.10544112039799915
2021,,3.0,Manhattan,100108 E 59 St,Manhattan_Plaza North_New York_100108 E 59 St_499 Park Ave,499 Park Ave,Northeast,New York,NY,10022.0,Plaza North,A,11512.0,Jefferson River Capital,Financial Services And Insurance,Renewal,Midtown,157298,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.00662440313055628,4.3761233297992365e-05,0.831327861030137,2021-3.0,False,False,0.0010404380849883777,0.8714108015548936,0.00018400681025993945,-0.26095186318939473
2021,,3.0,Manhattan,576594 Lexington Ave,Manhattan_Plaza South_New York_576594 Lexington Ave_345 Park Ave,345 Park Ave,Northeast,New York,NY,10154.0,Plaza South,A,80000.0,Blackstone Group,Financial Services And Insurance,Expansion,Midtown,157093,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0009532516104870486,0.00030410864001384545,0.831327861030137,2021-3.0,False,False,0.048168429860573035,0.8714108015548936,0.007556153375702665,-0.23988902250952807
2021,,3.0,Manhattan,717 5th Ave,Manhattan_Plaza North_New York_717 5th Ave_717 Fifth Ave,717 Fifth Ave,Northeast,New York,NY,10022.0,Plaza North,A,16905.0,C-Iii Capital,Financial Services And Insurance,Renewal,Midtown,157325,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.004511099014431464,6.426195699292571e-05,0.831327861030137,2021-3.0,False,False,0.00475147154553224,0.8714108015548936,0.0007645170664717228,-0.2592932967283137
2021,,3.0,Manhattan,787 Eleventh Avenue,Manhattan_Columbus Circle_New York_787 Eleventh Avenue_787 11th Ave,787 11th Ave,Northeast,New York,NY,10019.0,Columbus Circle,O,36000.0,Neri Oxman Lab,"Technology, Advertising, Media, And Information",Expansion,Midtown,160989,Relet,CBD,202290882.0,35132728.0,0.173674303323271,60.0333504127114,76.2601288389639,25621343.0,0.0551,61.100992,81.838403,9511385.0,0.0204,56.743548,60.781724,1524956.0,0.0021183369121934416,0.00017796155538043478,0.826325696676729,2021-3.0,False,False,0.017891131091069986,0.8714108015548936,0.003984100139405984,-0.2530715579882183
2021,,3.0,Manhattan,Park Avenue Plaza,Manhattan_Plaza South_New York_Park Avenue Plaza_55 E 52nd St,55 E 52nd St,Northeast,New York,NY,10055.0,Plaza South,A,120809.0,Jennison Associates,Financial Services And Insurance,Relocation,Midtown,157095,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0006312454274016331,0.0004592382586429082,0.831327861030137,2021-3.0,False,False,0.07624993634886053,0.8714108015548936,0.011948892675859659,-0.22733859812416599
2021,,3.0,Manhattan,,Manhattan_Times Square_New York_NA_1155 Avenue of the Americas,1155 Avenue of the Americas,Northeast,New York,NY,10036.0,Times Square,A,66935.0,Jenner & Block,Legal Services,Relocation,Midtown,157118,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0011393161849400746,0.00025444389774158434,0.831327861030137,2021-3.0,False,False,0.03917813648731037,0.8714108015548936,0.006149818034073341,-0.24390704046132194
2021,,3.0,Manhattan,,Manhattan_Plaza North_New York_NA_425 Park Ave,425 Park Ave,Northeast,New York,NY,10022.0,Plaza North,A,27800.0,Hellman & Friedman,Financial Services And Insurance,Relocation,Midtown,9175252,New,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0027431701021210036,0.00010567775240481129,0.831327861030137,2021-3.0,False,False,0.012248543593117143,0.8714108015548936,0.0019372704952548452,-0.25594264188064475
2021,,3.0,Nashville,Capitol View Block E Office,Nashville_Downtown_Nashville_Capitol View Block E Office_500 11th Ave N,500 11th Ave N,South,Nashville,TN,37203.0,Downtown,A,34600.0,Ntt Data Services,"Technology, Advertising, Media, And Information",TBD,CBD,10360793,,CBD,21176858.0,3835306.0,0.181108358945411,30.7799075337342,28.8141442532177,2687034.0,0.0619,31.942321,29.453609,1148272.0,0.0264,24.105063,25.838261,190713.0,0.0008327787356421301,0.0016338589983462136,0.818891641054589,2021-3.0,False,False,0.016927762493858526,0.15250233018205533,0.04521012758169682,-0.025416555782564146
2021,,3.0,Phoenix,CityScape,Phoenix_Downtown_Phoenix_CityScape_1 E Washington St,1 E Washington St,West,Phoenix,AZ,85004.0,Downtown,A,24029.0,Alliance Bank Of Arizona,Financial Services And Insurance,New,Central Corridor,6339212,Relet,CBD,48501868.0,11526494.0,0.237650516883185,31.6169678516668,28.365137908908,9445562.0,0.0903,32.55928,28.634623,2080932.0,0.0199,26.644358,26.19768,570073.0,0.0011804543638481834,0.0004954242174755001,0.7623494831168149,2021-3.0,False,False,0.009653641464485416,0.14569892063238044,0.012973555050991742,-0.03595615308862244
2021,,3.0,Phoenix,CityScape,Phoenix_Downtown_Phoenix_CityScape_1 E Washington St,1 E Washington St,West,Phoenix,AZ,85004.0,Downtown,A,46323.0,Alliance Bank Of Arizona,Financial Services And Insurance,Renewal and Expansion,Central Corridor,6339212,Relet,CBD,48501868.0,11526494.0,0.237650516883185,31.6169678516668,28.365137908908,9445562.0,0.0903,32.55928,28.634623,2080932.0,0.0199,26.644358,26.19768,570073.0,0.0006123337847053947,0.0009550766168428812,0.7623494831168149,2021-3.0,False,False,0.024994598254651352,0.14569892063238044,0.025989336156859028,-0.02591503604079588
2021,,3.0,Phoenix,Phase I,Phoenix_Tempe_Tempe_Phase I_1500 N Priest Dr,1500 N Priest Dr,West,Tempe,AZ,85281.0,Tempe,A,72715.0,Union Bank,Financial Services And Insurance,Renewal,East Valley,224852,Relet,Suburban,48501868.0,11526494.0,0.237650516883185,31.6169678516668,28.365137908908,9445562.0,0.0903,32.55928,28.634623,2080932.0,0.0199,26.644358,26.19768,570073.0,0.0003900864733398611,0.0014992206073382575,0.7623494831168149,2021-3.0,False,False,0.04315547255294054,0.14569892063238044,0.04139762964147593,-0.014028198276095132
2021,,3.0,Tampa,Wells Fargo Center,Tampa_Tampa CBD_Tampa_Wells Fargo Center_100 S Ashley Dr,100 S Ashley Dr,South,Tampa,FL,33602.0,Tampa CBD,A,15000.0,Wicker Smith O'Hara Mccoy & Ford,Legal Services,Relocation,Hillsborough,86081,,CBD,23747338.0,5028340.0,0.211743312029331,31.4678806501373,26.966416236245,3906246.0,0.0747,31.711641,27.197721,1122094.0,0.0215,25.811478,22.253851,338226.0,0.0017977610824163332,0.0006316497453314557,0.788256687970669,2021-3.0,False,False,0.0034406021328980746,0.124505286052979,0.016830995268957826,-0.030926046382047122
2021,,12.0,Baltimore,701 Aliceanna St,Baltimore_Baltimore City South_Baltimore_701 Aliceanna St_100 International Dr,100 International Dr,Northeast,Baltimore,MD,21202.0,Baltimore City South,A,30877.0,Hogan Lovells,Legal Services,Restructure,Baltimore City,5623855,Relet,CBD,41915202.0,8077778.0,0.192717143531838,26.8967136755602,24.6165658290944,7145661.0,0.0871,27.171446,24.700593,932117.0,0.0114,24.743307,23.724276,425396.0,0.0007972460352072547,0.0007366539710341847,0.807282856468162,2021-12.0,False,False,0.01436589014570262,0.08890001030816946,0.01980435517922656,-0.014982340480401824
2021,,12.0,Boston,,Boston_Financial District_Boston_NA_100 High St,100 High St,Northeast,Boston,MA,2110.0,Financial District,A,15951.0,Duane Morris,Legal Services,New,Boston/Suffolk County,222085,Relet,CBD,141241343.0,26009882.0,0.184152043923853,48.0832106182247,38.3950543239752,19684954.0,0.0767,48.508798,37.264579,6324928.0,0.0246,38.484913,36.736541,2242772.0,0.0024070625242289014,0.00011293435520504786,0.815847956076147,2021-12.0,False,False,0.004095004658575288,0.29767367552279783,0.0021427526242507877,-0.08702127500613399
2021,,12.0,Boston,,Boston_Financial District_Boston_NA_33 Arch St,33 Arch St,Northeast,Boston,MA,2110.0,Financial District,A,25200.0,Costar,"Technology, Advertising, Media, And Information",New,Boston/Suffolk County,9932,Relet,CBD,141241343.0,26009882.0,0.184152043923853,48.0832106182247,38.3950543239752,19684954.0,0.0767,48.508798,37.264579,6324928.0,0.0246,38.484913,36.736541,2242772.0,0.0015236132668244129,0.00017841801461771712,0.815847956076147,2021-12.0,False,False,0.010459430484010147,0.29767367552279783,0.003997025501101898,-0.08391922281290472
2021,,12.0,Manhattan,1127 E 53rd St,Manhattan_Plaza South_New York_1127 E 53rd St_520 Madison Ave,520 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,A,46822.0,Citadel,Financial Services And Insurance,Expansion,Midtown,157102,Sublet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.001628724292831658,0.0001779871842841034,0.831327861030137,2021-12.0,False,False,0.025337970347514577,0.8714108015548936,0.003984825862149068,-0.25009260456881754
2021,,12.0,Manhattan,477497 Lexington Ave,Manhattan_Grand Central_New York_477497 Lexington Ave_485 Lexington Ave,485 Lexington Ave,Northeast,New York,NY,10017.0,Grand Central,A,14795.0,Trusted Media Brands,"Technology, Advertising, Media, And Information",New,Midtown,157252,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.005154452777219594,5.624109161256055e-05,0.831327861030137,2021-12.0,False,False,0.003299537445449253,0.8714108015548936,0.0005373936396950007,-0.2599422073963799
2021,,12.0,Manhattan,ColgatePalmolive Bldg,Manhattan_Plaza South_New York_ColgatePalmolive Bldg_300 Park Ave,300 Park Ave,Northeast,New York,NY,10022.0,Plaza South,A,20615.0,Chilton Investment,Financial Services And Insurance,Renewal,Midtown,157344,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0036992543700685855,7.83649951735678e-05,0.831327861030137,2021-12.0,False,False,0.007304398328142611,0.8714108015548936,0.0011638667884345851,-0.2581523210986807
2021,,12.0,Manhattan,Lipstick Building,Manhattan_East Side / UN_New York_Lipstick Building_885 Third Ave,885 Third Ave,Northeast,New York,NY,10022.0,East Side / UN,A,16143.0,Reitler Kailas & Rosenblatt,Legal Services,Renewal,Midtown,157212,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.004724036971998011,6.136532219679384e-05,0.831327861030137,2021-12.0,False,False,0.004227123780478574,0.8714108015548936,0.0006824942933893235,-0.2595276426662599
2021,,12.0,Manhattan,Lipstick Building,Manhattan_East Side / UN_New York_Lipstick Building_885 Third Ave,885 Third Ave,Northeast,New York,NY,10022.0,East Side / UN,A,16182.0,Reitler Kailas & Rosenblatt,Legal Services,New,Midtown,157212,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.004712651640029903,6.151357515880058e-05,0.831327861030137,2021-12.0,False,False,0.004253960477115179,0.8714108015548936,0.0006866923093344856,-0.25951564858282167
2021,,12.0,Manhattan,New York Times Building,Manhattan_Times Square_New York_New York Times Building_620 Eighth Ave,620 Eighth Ave,Northeast,New York,NY,10018.0,Times Square,A,14219.0,The New York Times,"Technology, Advertising, Media, And Information",Renewal,Midtown,594746,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.005363255421546093,5.4051509404460855e-05,0.831327861030137,2021-12.0,False,False,0.0029031800797393948,0.8714108015548936,0.0004753921734279901,-0.26011935078254395
2021,,12.0,Manhattan,Park Avenue Tower,Manhattan_Plaza North_New York_Park Avenue Tower_65 E 55th St,65 E 55th St,Northeast,New York,NY,10022.0,Plaza North,A,11355.0,Gi Partners,Financial Services And Insurance,Relocation,Midtown,157175,Sublet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.00671599549440457,4.316442009196519e-05,0.831327861030137,2021-12.0,False,False,0.0009324031780153777,0.8714108015548936,0.00016710710504479935,-0.2610001470637485
2021,,12.0,Manhattan,Times Square Tower  7 Times Square,Manhattan_Penn Plaza/Times Square South_New York_Times Square Tower  7 Times Square_7 Times Sq,7 Times Sq,Northeast,New York,NY,10036.0,Penn Plaza/Times Square South,A,13556.0,Veritext,Legal Services,Relocation,Midtown,351458,Relet,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.0056255627647509516,5.153120905034611e-05,0.831327861030137,2021-12.0,False,False,0.00244695623691711,0.8714108015548936,0.0004040259023602333,-0.2603232502009932
2021,,12.0,Manhattan,,Manhattan_Greenwich Village_New York_NA_60-74 Gansevoort St,60-74 Gansevoort St,Northeast,New York,NY,10014.0,Greenwich Village,A,16224.0,Match Group,"Technology, Advertising, Media, And Information",New,Midtown South,10648978,New,CBD,263063884.0,44371548.0,0.168672138969863,86.4952957701274,76.2601288389639,31917617.0,0.0686,95.406574,81.838403,12453931.0,0.0268,63.04387,60.781724,2577913.0,0.004700451728239885,6.167323219480786e-05,0.831327861030137,2021-12.0,False,False,0.004282861535031522,0.8714108015548936,0.000691213249583122,-0.25950273187758055
2021,,12.0,Northern Virginia,Cherokee I,Northern Virginia_Springfield / Annandale_Alexandria_Cherokee I_5500 Cherokee Ave,5500 Cherokee Ave,Northeast,Alexandria,VA,22312.0,Springfield / Annandale,O,11955.0,Marsh & Mclennan Agency,Financial Services And Insurance,Renewal,Fairfax County,135284,Relet,Suburban,51043927.0,10306455.0,0.201913442122116,30.8551179337065,34.7472340390323,9518232.0,0.0626,31.071246,35.122902,788223.0,0.0052,28.713388,30.271331,534071.0,0.00290650221991069,0.00023421003638689477,0.798086557877884,2021-12.0,False,False,0.0013452754339631475,0.24240137107410958,0.005576864405023285,-0.07050924182714063
2021,,12.0,Northern Virginia,Concourse West,Northern Virginia_Tysons Corner_Vienna_Concourse West_1595 Spring Hill Rd,1595 Spring Hill Rd,Northeast,Vienna,VA,22182.0,Tysons Corner,O,13075.0,Directviz Solutions,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",New,Fairfax County,135485,Sublet,Suburban,51043927.0,10306455.0,0.201913442122116,30.8551179337065,34.7472340390323,9518232.0,0.0626,31.071246,35.122902,788223.0,0.0052,28.713388,30.271331,534071.0,0.002657532240078952,0.00025615192185350475,0.798086557877884,2021-12.0,False,False,0.002115970311732316,0.24240137107410958,0.006198183424953267,-0.07001456817005397
2021,,12.0,Northern Virginia,One Freedom Square at Reston Town Center,Northern Virginia_Reston / Herndon_Reston_One Freedom Square at Reston Town Center_11951 Freedom Dr,11951 Freedom Dr,Northeast,Reston,VA,20190.0,Reston / Herndon,A,48026.0,Fireeye,"Technology, Advertising, Media, And Information",New,Fairfax County,136756,Relet,Suburban,101071697.0,25759606.0,0.254864682839945,36.3246576954526,34.7472340390323,22849186.0,0.1502,36.862205,35.122902,2910420.0,0.0191,30.623777,30.271331,1096172.0,0.0007235088085418794,0.0004751676426289746,0.745135317160055,2021-12.0,False,False,0.026166467341116436,0.24240137107410958,0.012399958253673024,-0.058533836909684396
2021,,12.0,Northern Virginia,Park Place II,Northern Virginia_Tysons Corner_McLean_Park Place II_7930 Jones Branch Dr,7930 Jones Branch Dr,Northeast,Mclean,VA,22102.0,Tysons Corner,A,33947.0,Adobe,"Technology, Advertising, Media, And Information",Renewal,Fairfax County,573049,Relet,Suburban,101071697.0,25759606.0,0.254864682839945,36.3246576954526,34.7472340390323,22849186.0,0.1502,36.862205,35.122902,2910420.0,0.0191,30.623777,30.271331,1096172.0,0.0010235730414773706,0.0003358704860768292,0.745135317160055,2021-12.0,False,False,0.016478419855302035,0.24240137107410958,0.008455540034932593,-0.06359238136963229
2021,,12.0,Northern Virginia,,Northern Virginia_Route 28 South / Chantilly_Chantilly_NA_14840 Conference Center Dr,14840 Conference Center Dr,Northeast,Chantilly,VA,20151.0,Route 28 South / Chantilly,A,21698.0,Accenture,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Renewal,Fairfax County,136043,Relet,Suburban,101071697.0,25759606.0,0.254864682839945,36.3246576954526,34.7472340390323,22849186.0,0.1502,36.862205,35.122902,2910420.0,0.0191,30.623777,30.271331,1096172.0,0.0016014026195516776,0.0002146792885054656,0.745135317160055,2021-12.0,False,False,0.008049632750128335,0.24240137107410958,0.0050238205405543305,-0.06799341206001525
2021,,12.0,Northern Virginia,,Northern Virginia_Tysons Corner_Vienna_NA_8010 Towers Crescent Dr,8010 Towers Crescent Dr,Northeast,Vienna,VA,22182.0,Tysons Corner,A,39128.0,Venable,Legal Services,Renewal,Fairfax County,137176,Relet,Suburban,101071697.0,25759606.0,0.254864682839945,36.3246576954526,34.7472340390323,22849186.0,0.1502,36.862205,35.122902,2910420.0,0.0191,30.623777,30.271331,1096172.0,0.0008880401257164255,0.00038713112732241946,0.745135317160055,2021-12.0,False,False,0.02004357178541102,0.24240137107410958,0.009907065767675981,-0.06173086287776568
2022,,1.0,Baltimore,,Baltimore_Baltimore City South_Baltimore_NA_1501 S Clinton St,1501 S Clinton St,Northeast,Baltimore,MD,21224.0,Baltimore City South,A,214000.0,Carefirst Blue Cross Blue Shield,Financial Services And Insurance,Renewal,Baltimore City,655419,Relet,CBD,42019702.0,8402190.0,0.19995834335046,26.6516628936017,24.6731280232642,7297450.0,0.0885,26.772319,24.675172,1104740.0,0.0134,25.653305,24.649701,482890.0,0.00011529499076291683,0.005092849063993838,0.80004165664954,2022-1.0,False,False,0.14037656702224144,0.08975704891540115,0.1431568751757526,0.07217057468700201
2022,,1.0,Boston,Harbor Corporate Center,Boston_Seaport/South Boston_Boston_Harbor Corporate Center_300 A St,300 A St,Northeast,Boston,MA,2210.0,Seaport/South Boston,A,41000.0,Redhat,"Technology, Advertising, Media, And Information",Renewal,Boston/Suffolk County,714908,Relet,CBD,144598591.0,22826092.0,0.157858329338769,50.2465639081971,38.8617171897006,17513072.0,0.0671,51.800457,38.034115,5313020.0,0.0204,41.229907,39.124107,2458924.0,0.0009478467607244048,0.0002835435650960112,0.842141670661231,2022-1.0,False,False,0.021331733223968058,0.304744619257537,0.006973820913336131,-0.08079854621367304
2022,,1.0,Boston,One Beacon,Boston_Financial District_Boston_One Beacon_1 Beacon St,1 Beacon St,Northeast,Boston,MA,2108.0,Financial District,A,31210.0,Boston Trust & Investment Management,Financial Services And Insurance,Expansion,Boston/Suffolk County,9937,Relet,CBD,144598591.0,22826092.0,0.157858329338769,50.2465639081971,38.8617171897006,17513072.0,0.0671,51.800457,38.034115,5313020.0,0.0204,41.229907,39.124107,2458924.0,0.0012451687660910158,0.00021583889430845145,0.842141670661231,2022-1.0,False,False,0.01459503424775363,0.304744619257537,0.005056656603895956,-0.08406837509699086
2022,,1.0,Boston,One Boston Place,Boston_Financial District_Boston_One Boston Place_1 Boston Pl,1 Boston Pl,Northeast,Boston,MA,2108.0,Financial District,A,40975.0,Wilson Sonsini Goodrich & Rosati,Legal Services,Relocation,Boston/Suffolk County,9961,Relet,CBD,144598591.0,22826092.0,0.157858329338769,50.2465639081971,38.8617171897006,17513072.0,0.0671,51.800457,38.034115,5313020.0,0.0204,41.229907,39.124107,2458924.0,0.0009484250686931201,0.0002833706726782697,0.842141670661231,2022-1.0,False,False,0.02131453021330357,0.304744619257537,0.006968925192423363,-0.08080689613421266
2022,,1.0,Detroit,Sheffield Office Park IV,Detroit_Troy South_Troy_Sheffield Office Park IV_3310 W Big Beaver Rd,3310 W Big Beaver Rd,Midwest/Central,Troy,MI,48084.0,Troy South,A,11418.0,Capital Home Mortgage,Financial Services And Insurance,Relocation,Suburban Detroit,455856,Sublet,Suburban,35807938.0,8058022.0,0.225034516089701,21.7950186174859,20.7429755155215,6933639.0,0.0824,22.076264,20.689204,1124383.0,0.0134,18.98805,18.211227,182051.0,0.0018166907965949817,0.00031886784433105307,0.7749654839102991,2022-1.0,False,False,0.0009757547648898942,0.03020680549075,0.007974083474520678,-0.006279514698912838
2022,,1.0,Los Angeles,2600 Colorado Ave,Los Angeles_Santa Monica_Santa Monica_2600 Colorado Ave_2600-2800 Colorado Ave,2600-2800 Colorado Ave,West,Santa Monica,CA,90404.0,Santa Monica,A,192584.0,Lionsgate Entertainment,"Technology, Advertising, Media, And Information",Extension,Westside,247997,Relet,CBD,149026468.0,38891878.0,0.260972956830729,49.1359729801958,46.5629131384792,32077501.0,0.1454,51.292547,48.185735,6814377.0,0.0309,38.421862,37.814182,2651351.0,0.0002417797591621277,0.00129228050952667,0.7390270431692709,2022-1.0,False,False,0.1256397799666124,0.4214342623457404,0.03553779508203617,-0.0655130281924663
2022,,1.0,Los Angeles,Playhouse Plaza,Los Angeles_Pasadena_Pasadena_Playhouse Plaza_680 E Colorado Blvd,680 E Colorado Blvd,West,Pasadena,CA,91101.0,Pasadena,A,21994.0,Miso Robotics,"Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",New,Tri-Cities,8878392,Relet,Suburban,149026468.0,38891878.0,0.260972956830729,49.1359729801958,46.5629131384792,32077501.0,0.1454,51.292547,48.185735,6814377.0,0.0309,38.421862,37.814182,2651351.0,0.002117073435413258,0.00014758452169717933,0.7390270431692709,2022-1.0,False,False,0.008253316396395899,0.4214342623457404,0.003123926622176503,-0.1221917741585108
2022,,1.0,Los Angeles,Tower 1,Los Angeles_Pasadena_Pasadena_Tower 1_800 E Colorado Blvd,800 E Colorado Blvd,West,Pasadena,CA,91101.0,Pasadena,A,26184.0,Pasaca Capital,Financial Services And Insurance,New,Tri-Cities,249261,Relet,Suburban,149026468.0,38891878.0,0.260972956830729,49.1359729801958,46.5629131384792,32077501.0,0.1454,51.292547,48.185735,6814377.0,0.0309,38.421862,37.814182,2651351.0,0.0017782964076718303,0.0001757003326415815,0.7390270431692709,2022-1.0,False,False,0.011136540983764487,0.4214342623457404,0.003920070058760195,-0.12079964129258826
2022,,1.0,Los Angeles,,Los Angeles_Marina/Playa Vista_Los Angeles_NA_4840 Alla Rd,4840 Alla Rd,West,Los Angeles,CA,90066.0,Marina/Playa Vista,O,44349.0,,"Technology, Advertising, Media, And Information",Relocation,Westside,10234075,New,Suburban,71534222.0,16678091.0,0.233148422303384,40.5758464082294,46.5629131384792,14429240.0,0.0654,41.216435,48.185735,2248851.0,0.0102,36.00999,37.814182,845893.0,0.001049920249351264,0.000619968998893984,0.766851577696616,2022-1.0,False,False,0.023636248532583188,0.4214342623457404,0.016500236549994288,-0.11202570832569056
2022,,1.0,Manhattan,1014 E 21st St,Manhattan_Union Square_New York_1014 E 21st St_915 Broadway,915 Broadway,Northeast,New York,NY,10010.0,Union Square,O,13387.0,Retool,"Technology, Advertising, Media, And Information",New,Midtown South,157530,Sublet,CBD,202517123.0,37129764.0,0.183341356276328,61.1159537790425,77.3074068900334,28639346.0,0.0608,63.940167,82.769759,8490418.0,0.018,50.87159,58.642743,3576615.0,0.005774811898859596,6.610305243176894e-05,0.816658643723672,2022-1.0,False,False,0.002330663884825155,0.887279311174207,0.0008166505814059964,-0.2650065326239103
2022,,1.0,Manhattan,110 Maiden Ln,Manhattan_Financial District_New York_110 Maiden Ln_80 Pine St,80 Pine St,Northeast,New York,NY,10005.0,Financial District,A,14311.0,Accuweather,"Technology, Advertising, Media, And Information",Relocation,Downtown,157162,Relet,CBD,268303851.0,52694211.0,0.196397520213007,86.9926396076674,77.3074068900334,40928989.0,0.0869,94.224383,82.769759,11765222.0,0.025,62.990344,58.642743,4177093.0,0.005401957018379806,5.333877969571149e-05,0.803602479786993,2022-1.0,False,False,0.002966487158984719,0.887279311174207,0.00045521011000463404,-0.26486063545566685
2022,,1.0,Manhattan,111123 38th St,Manhattan_Penn Plaza/Times Square South_New York_111123 38th St_1400 Broadway,1400 Broadway,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,280182.0,Signature Bank,Financial Services And Insurance,Renewal and Expansion,Midtown,157163,New,CBD,202517123.0,37129764.0,0.183341356276328,61.1159537790425,77.3074068900334,28639346.0,0.0608,63.940167,82.769759,8490418.0,0.018,50.87159,58.642743,3576615.0,0.00027591853470256266,0.0013834978289712322,0.816658643723672,2022-1.0,False,False,0.1859177530941335,0.887279311174207,0.03812075704326692,-0.18038046500162863
2022,,1.0,Manhattan,114 Fifth Ave,Manhattan_Flatiron_New York_114 Fifth Ave_114-116 Fifth Ave,114-116 Fifth Ave,Northeast,New York,NY,10011.0,Flatiron,O,77608.0,Chainalysis,"Technology, Advertising, Media, And Information",Renewal and Expansion,Midtown South,41358,Relet,CBD,202517123.0,37129764.0,0.183341356276328,61.1159537790425,77.3074068900334,28639346.0,0.0608,63.940167,82.769759,8490418.0,0.018,50.87159,58.642743,3576615.0,0.00099612677675025,0.00038321697864530696,0.816658643723672,2022-1.0,False,False,0.046522445800194594,0.887279311174207,0.009796230487653006,-0.24463594588588838
